일시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2017-02-08,45790,49559,49621,51026,50617,48986,48968,60904,59587,60619,54034,61181,61184,62199,55729,53138,55338,61132,63397,66408,63107,64671,53101,56904
2017-02-09,45669,50549,48195,48476,47331,47089,49364,57775,57324,58031,54590,60132,60668,61794,56453,56772,54775,62235,61732,60780,60620,62401,54572,54541
2017-02-10,49636,47925,48170,47770,47207,49751,51722,58519,60341,60176,56170,61282,62547,63145,52502,56054,53251,62459,62936,62768,62833,62221,56867,54756
2017-02-11,40276,43081,42383,42964,40205,42314,40000,48721,49667,51999,46330,51428,51952,53613,43962,45080,47596,56122,54365,55027,55128,57017,49051,48406
2017-02-12,42070,40000,40000,40389,41512,41272,42759,53640,48833,51551,45015,52533,51599,54441,44984,49372,47344,53362,55256,54979,53889,54280,45573,48185
2017-02-13,50937,50038,47302,47379,47455,49134,49432,59291,58280,60214,54892,62591,62229,60221,56070,56201,55690,62226,62331,66077,65050,63998,55719,54440
2017-02-14,48560,49160,48278,49055,47928,49015,50755,61860,56811,59382,57952,62919,62646,59744,55202,57070,53752,65855,63160,61613,60189,60409,55786,56780
2017-02-15,48288,50424,45665,47459,48000,49941,49074,56529,59681,56636,57320,63739,61153,59463,57498,58406,56276,61898,64401,65390,62617,62860,54121,52546
2017-02-16,49142,46814,48698,47019,51584,49542,48647,56025,59619,60526,55245,60256,60760,59094,54954,56656,51866,63726,63129,61438,62330,63356,54309,55339
2017-02-17,49595,47395,48236,48165,50269,50601,49175,60418,56158,61722,54087,59845,61768,58715,53860,54444,54774,62262,61738,63131,60221,63678,57140,55057
2017-02-18,40000,40892,42176,40790,40192,43094,40000,53162,50103,52163,46372,52658,52466,53225,44820,47522,43693,54192,52967,55645,54152,53919,47444,45911
2017-02-19,43126,43391,40027,40000,40280,40196,41088,50940,49864,50266,49432,51082,55503,51328,47024,49274,48543,51434,52275,51591,52744,54480,49226,46927
2017-02-20,48835,50073,49548,48624,48494,47143,48646,57820,57595,60148,58183,57462,61178,58764,53473,55029,55280,62710,64967,66659,62603,62688,54337,55057
2017-02-21,48415,48234,47830,52283,48256,49589,50522,59911,58043,56014,54942,58535,59742,60360,56367,51507,55134,63194,63594,63537,61856,63900,53348,53802
2017-02-22,48093,48607,48502,49712,49589,44885,46954,59661,59815,58870,56671,61474,61285,61933,54815,55540,55074,65754,62998,66013,61394,60771,53145,57511
2017-02-23,46758,48238,50096,48558,47618,50160,48881,59391,60710,60473,54121,61732,59151,59642,52284,54692,53910,65375,62566,62481,58837,60787,55276,53336
2017-02-24,47720,48575,47409,49150,49736,47957,48835,59127,61041,56857,55348,61852,63144,61093,55950,53735,54159,62553,64628,62491,63499,61536,57301,55449
2017-02-25,40694,43211,40553,41621,42212,42433,43142,52607,50259,50092,45353,52373,53134,54363,47508,44791,46989,54954,53809,57347,55632,54383,44882,45632
2017-02-26,41511,40749,40040,40000,40000,40000,40226,50134,51655,52302,48800,53133,54507,49336,47319,47457,46988,53682,54396,54100,54737,52537,48673,46698
2017-02-27,48862,48463,49278,49205,48600,49197,49320,58870,56658,60600,57036,62595,59477,60956,55706,55038,54084,62596,61254,63656,64508,64763,52559,54023
2017-02-28,51081,50243,46299,49646,47404,50695,49257,57795,57586,60769,55478,61978,59154,59317,57118,56434,55264,61544,64225,61266,64774,61391,56272,54655
2017-03-01,49390,48924,52004,49770,51994,50244,49328,58759,58917,60559,56867,60384,58483,59509,55453,52566,54887,63990,62471,60664,62175,64978,56230,55152
2017-03-02,47855,52068,47440,47805,49089,50939,47805,59274,58038,56513,53832,58914,61578,62148,57612,54126,56183,63792,64295,63771,63887,66059,54543,53055
2017-03-03,51139,49372,50610,49212,51802,47956,47552,59987,58530,58942,58114,62588,61301,62868,55058,53851,55367,64753,63228,60163,63669,62747,56838,57963
2017-03-04,40010,40827,41750,40282,40000,41689,42474,48691,49547,49081,45374,54576,52256,52536,46740,47864,47473,58202,55097,55564,53577,54706,45994,47758
2017-03-05,41276,40560,40516,42756,40143,41352,43000,50874,51078,47768,49002,49196,52786,51507,46657,46087,44919,52561,51514,55437,52568,53919,45669,45885
2017-03-06,49848,49499,47450,48270,50462,47312,47444,59004,59469,59097,56845,62025,61376,61484,54960,54609,54269,63565,63935,63469,61248,64541,56362,55579
2017-03-07,50570,47859,46573,49208,48956,48177,49685,60516,58215,58209,56116,61209,63375,60875,54151,54377,54470,63523,59769,63689,60849,62970,54816,55262
2017-03-08,47528,50102,50486,50688,50942,49961,49128,57064,63340,57778,56878,61039,62546,62109,53866,53825,52897,61934,62574,62109,62318,61823,55834,54612
2017-03-09,48366,52302,49411,53128,47174,49393,51268,55145,59009,61986,53842,63072,62342,61462,51870,55638,59272,62781,64754,61771,60201,62093,53339,54655
2017-03-10,49251,48098,50251,49636,50552,48977,48666,59573,57722,61403,56874,60672,61223,59074,55668,53256,52335,62606,61275,60572,62461,62747,56971,53975
2017-03-11,41206,40000,40428,40483,40000,40698,40601,51377,50810,50835,45437,51662,55755,53519,46689,45659,47562,55884,55038,54339,54579,52183,46774,45903
2017-03-12,41341,40278,41132,40000,42649,42043,40000,51741,50004,51591,49695,48867,52943,52519,45884,43356,47545,56315,53025,53590,54178,51970,45032,45015
2017-03-13,47985,50131,47318,48799,49417,48501,49789,58387,59283,60207,54979,60859,60741,61137,52696,53583,56728,62707,61463,62779,61065,62343,55820,58477
2017-03-14,51163,48809,45330,49541,49839,49435,47336,58695,58632,59596,55442,62016,59979,60451,54185,54676,57513,63842,63879,61862,66606,63022,53761,54565
2017-03-15,47429,49968,50129,50784,46159,49434,51956,60635,57788,60410,54857,60127,58437,59839,50689,54442,53035,63842,63672,61443,64063,65381,56971,52895
2017-03-16,49158,49001,47287,48285,46986,50957,51176,57366,59897,58291,55831,62714,64206,62916,55632,55740,55163,65111,61130,63315,64010,63003,54092,55057
2017-03-17,47749,50538,47872,51319,46581,50880,48692,60220,60126,58786,56562,62886,63082,62798,53416,54833,54040,64103,63574,60928,62926,64099,54731,55953
2017-03-18,40000,41821,40000,40000,43966,41911,41042,46650,51751,49822,44772,49721,53025,52550,45421,44613,46430,55674,54082,55245,53115,54661,44642,48983
2017-03-19,40000,41984,41801,41088,40000,40000,41373,48260,52362,52208,45439,51868,51445,53542,46824,46569,46914,59181,58018,52972,54328,53259,46897,44622
2017-03-20,46313,46309,48313,49799,48904,48366,49199,58143,55730,59818,54003,61826,62068,61681,54270,53300,56380,61348,62185,64008,65599,62519,52958,57182
2017-03-21,49215,48956,48306,48457,48597,47321,49004,55591,57341,59641,53760,58365,61117,62877,54974,55014,54145,63536,63513,63430,61721,62262,55931,54004
2017-03-22,51508,49223,49349,50264,49341,51479,50655,60372,58455,60836,54276,61888,61418,59061,56656,55239,56458,62645,62421,62657,62723,59727,55877,56173
2017-03-23,50795,49227,49112,49389,47866,49971,51502,59282,59150,57759,55294,59617,61805,59735,57457,53964,54495,63218,60838,63508,60653,63237,54273,56200
2017-03-24,47552,48552,46376,50278,50114,50378,51257,58062,59512,60075,54585,61854,63208,59434,55526,55671,52575,63263,60397,63335,61396,62291,55154,54840
2017-03-25,42079,40911,40000,40000,40644,40000,41127,50759,51138,49316,49398,52983,51251,51232,48524,46932,48048,53403,54252,54198,54300,56524,46457,44839
2017-03-26,40931,40000,40714,40000,41189,40000,41290,51504,50939,50505,46486,52732,54158,51654,43257,45250,47505,54078,56726,53492,55776,53479,46530,47278
2017-03-27,50162,50134,48654,50807,50121,46537,49040,58499,56948,59533,55420,60751,59690,61938,54853,56441,54364,63959,61602,62318,65044,64294,56037,56574
2017-03-28,48032,48386,47802,51192,51873,46415,48772,59591,57315,59256,57656,58931,57810,57050,54681,55148,55108,61635,64321,62502,61999,63566,54726,53829
2017-03-29,46879,48571,46621,48825,48723,48814,49394,60374,56384,61429,53066,60632,60614,61876,54088,54722,54702,63739,60443,63308,65483,62870,53572,53189
2017-03-30,50976,49733,49189,49264,49962,49464,51065,59645,60042,59223,54690,60652,60201,62570,53665,55040,56275,61309,63392,62001,60018,61815,56365,54129
2017-03-31,48603,48216,50134,50854,49977,49732,47259,64091,56731,59237,55824,61812,61502,60876,58107,51671,56052,64300,62096,64776,65721,60494,56042,53764
2017-04-01,40000,41584,43449,42094,40000,40000,40244,48052,52778,51868,46792,56363,54320,53303,44474,47750,46720,55245,53961,55705,54639,56068,48895,51169
2017-04-02,40571,40831,40000,42601,41362,40000,40000,49694,49971,49123,50581,51642,53719,53156,48612,47902,44569,53673,52826,54590,53374,53467,48000,49368
2017-04-03,50887,48432,48646,50205,49776,51763,48944,58657,60787,57611,55429,57084,60195,60980,53767,53655,54217,63972,63232,62511,63941,62763,55626,52723
2017-04-04,49712,48175,48433,48020,48846,48200,50284,59887,59151,59124,56235,58051,61603,57148,54507,53838,54684,62346,63512,62833,63968,63303,57546,53125
2017-04-05,48544,47822,48207,50368,47912,49100,49153,54449,59537,59005,55375,58071,62198,61177,53927,55894,56382,61195,63798,65873,62538,63161,55416,52443
2017-04-06,50117,47915,47806,49596,47416,50150,49896,59337,58411,56939,55437,63096,58350,61650,55059,55816,53428,63238,61597,64965,63353,63193,54555,55623
2017-04-07,49308,47644,50215,47811,49499,48657,49991,57870,59493,58816,57145,59047,62702,60475,54320,54165,54273,62302,62688,62269,60532,65223,54951,56857
2017-04-08,42525,41208,40773,40253,41272,40000,40000,48899,48687,51447,45316,51082,54929,53767,44984,45899,44299,57066,54826,55994,50913,58238,48265,47894
2017-04-09,41158,41562,41762,40910,40334,42080,43688,48653,51146,51809,46950,54102,54259,51957,47050,47156,47258,54379,55762,52177,54268,53869,47379,47496
2017-04-10,50365,48859,48674,50664,50179,46321,48420,60596,58045,58415,55032,61235,61732,60276,53437,52770,56993,62048,63285,65288,60493,62817,53007,55079
2017-04-11,48281,48596,49004,45951,52535,49641,49832,57280,57809,59805,53313,61644,60046,60984,54079,53957,55742,64463,60465,63801,65445,62050,55816,53558
2017-04-12,51125,49423,48578,49861,47506,51310,51335,59270,59873,57337,55128,60955,61826,59837,52679,53486,54372,62614,61897,63749,61897,63910,50752,54353
2017-04-13,49909,47982,48818,49463,47165,48322,48637,57552,59202,59907,51478,64043,58155,60884,56356,56271,54993,61558,65699,60397,62817,63541,52532,55913
2017-04-14,46341,48888,48798,51657,48772,46791,45696,58131,57930,58112,54682,60867,60671,60369,54177,51309,56100,67123,63885,63179,62721,62657,58489,55059
2017-04-15,41545,43004,40000,40000,42269,41686,40903,50593,50089,49647,45612,50256,52972,55220,46169,46119,46955,52552,54957,53450,51796,52710,47345,47941
2017-04-16,40000,41938,42984,40000,40873,42358,40000,47774,49835,50594,47477,52706,53535,50022,45051,46862,47580,55729,55291,56073,52334,54728,48227,46053
2017-04-17,50040,51807,48530,48846,50178,49033,49295,58237,60058,61248,53790,61243,60839,59734,55988,53523,54219,61204,61789,63198,63115,65067,52972,55187
2017-04-18,50677,48612,48504,47416,49739,49139,50969,58596,57893,60873,53616,59825,59872,61002,52627,54693,54491,63075,61701,61157,62471,62620,56767,53435
2017-04-19,48926,50350,48667,48176,50792,48927,50192,60146,59243,57650,57237,62113,60051,60345,57210,55404,57744,66234,63517,60420,64404,64724,53863,57919
2017-04-20,46818,47795,48788,50322,50840,48976,50771,60640,56966,59388,55441,60814,62714,60724,55150,55108,56829,61981,60886,64070,62309,64765,52921,55724
2017-04-21,49098,46846,48631,49316,48614,48386,48628,60787,59833,61240,52766,62037,59216,62037,55680,53011,54981,61234,61374,67792,63746,61486,55129,56569
2017-04-22,40000,40217,40000,40000,41067,40000,40000,48377,52568,50037,44924,53237,53474,53206,47275,47272,47358,55293,54892,52576,56075,52469,44170,47705
2017-04-23,40000,40311,41317,42255,43067,41496,40000,48395,50268,51222,46496,53258,52976,52708,46523,46142,48030,53180,57976,55201,53903,54590,45933,48300
2017-04-24,51490,49500,46986,48084,48055,51181,49530,58278,58196,59926,53860,63428,59443,60686,54012,52761,54643,64135,65823,66440,65374,63263,57399,53468
2017-04-25,48839,51734,49933,49824,50159,49087,50648,58038,57892,59189,56424,60810,60002,59872,56853,56505,57409,61149,62659,62651,63898,63607,56194,54143
2017-04-26,50530,51486,47581,48439,49865,48850,49481,57897,58095,58419,56932,59324,62602,63251,57453,53400,55354,62533,63367,63303,61410,63735,58931,54183
2017-04-27,49781,50137,49437,49394,46634,48406,50303,59143,57074,61432,54949,59425,60211,61330,53864,54827,55705,63436,61677,67480,62824,60237,55533,53894
2017-04-28,47985,50317,46561,50273,50428,49440,49955,57882,59545,58703,53882,59444,60213,60074,54731,55250,54844,64486,62167,64446,62471,62500,55631,55872
2017-04-29,40761,41487,40544,41287,40399,41750,41520,50006,49651,50371,46637,50510,51188,51279,46515,47013,45200,56125,54405,56239,56126,56884,45867,45006
2017-04-30,42222,40000,41926,42478,41002,42619,40000,53004,52391,50382,48250,52332,50862,52354,45971,45427,46738,55464,55178,56744,55178,54421,44886,45872
2017-05-01,47751,50351,51770,50905,48527,49395,48343,59045,58408,61224,56766,59443,60172,59970,54783,56822,56794,65023,63180,60851,61319,65708,55846,55232
2017-05-02,48735,50548,47500,49141,49188,44820,49236,60608,58245,60672,55123,62591,58466,61412,52545,54667,51883,62586,65111,64761,63168,58031,56384,55293
2017-05-03,47365,47844,48582,48111,49109,48583,48860,57323,57259,60092,53363,60850,60467,59049,56243,53607,52661,65842,61954,64252,60174,63754,58293,55917
2017-05-04,48308,50301,48035,50891,47128,47061,47070,59526,58168,58318,55986,61800,62160,60487,53632,55901,53586,62007,62450,62592,64654,59936,54318,54641
2017-05-05,50296,47816,46052,47317,46239,47488,48210,55561,58078,60121,56645,61950,60730,61133,55178,55211,57528,62183,61538,63549,62019,64169,57837,52598
2017-05-06,42017,40709,43321,42074,40000,40561,40699,52944,52327,50444,46754,53881,52712,54243,47119,45908,48164,54977,52614,54021,53495,54997,44725,48285
2017-05-07,40784,41229,40000,40224,40000,40598,41236,51014,51653,51978,48217,54392,52615,53166,50007,48374,47017,55126,57122,54836,54197,53691,47624,46702
2017-05-08,49408,47421,45268,50132,49750,52269,49231,59933,59271,59203,54147,60594,62178,61135,54514,57899,54903,64271,64221,64260,64177,62282,53839,54413
2017-05-09,48538,48419,52135,45697,49104,51525,47157,60621,60028,58843,55574,59848,60329,60919,53509,54622,54434,64031,61072,63652,64854,64245,52759,54321
2017-05-10,46965,49359,48392,51110,47772,47825,50516,60242,57249,57982,58418,59690,62390,61114,53228,53095,55337,60632,62285,63122,65386,64250,53122,53671
2017-05-11,45063,51029,48181,45886,50034,49174,49537,59609,60554,59071,57926,58570,58692,59256,54877,55190,54647,61564,62285,60775,62469,62309,54306,54895
2017-05-12,52760,48164,46494,50312,48606,47672,49199,58022,59337,57832,55051,60476,62741,58528,54445,55216,54087,62447,64544,64135,58986,63996,54401,54246
2017-05-13,41778,42528,42046,40238,40541,44954,41849,49284,49844,49573,44538,52433,54052,52074,45360,47542,46395,53909,51486,54519,54211,54465,47786,45992
2017-05-14,40886,41342,41324,40000,40000,41433,40000,49748,52748,50028,45505,51597,54192,54242,46440,46187,45753,54397,54235,52656,57498,55149,47812,48995
2017-05-15,48030,48433,50289,50182,52185,47209,48209,58988,58493,60032,53702,59154,61049,60137,55154,57670,56650,64206,63774,62459,63672,66327,57081,54452
2017-05-16,50029,48337,49428,53807,47939,46249,48589,58665,59401,58126,55845,60526,60651,63200,57036,56041,55627,64357,64294,62815,60831,63614,56692,58615
2017-05-17,49283,45066,50865,48453,49249,53279,49222,57311,58275,59500,54117,59854,60445,60531,53417,56897,53880,63818,62724,63171,61202,61715,54869,57422
2017-05-18,49807,47559,51479,47801,48170,48426,48563,58215,59786,58096,55632,61087,60596,59635,55503,57273,56259,63878,61846,63034,66388,62581,53502,52739
2017-05-19,52051,47908,48522,50480,49121,49093,54928,59635,58427,57429,56199,63830,62948,60176,55542,54290,52915,63687,63146,63014,64303,61599,51720,55212
2017-05-20,41074,42356,40339,42624,40548,40000,41232,52102,52171,51600,47564,50857,54350,51173,48569,46662,45240,54631,56725,55987,55571,54601,46286,45920
2017-05-21,42542,42281,42838,40000,41054,41139,41448,51231,49891,50519,45761,52188,54679,52196,43287,44941,49191,54588,59002,55501,56086,55535,45125,47021
2017-05-22,47993,48876,47805,48594,49500,48424,46882,61617,61686,58511,53599,61342,61967,59700,54152,59159,52914,65636,65139,61755,63340,61398,57289,53903
2017-05-23,51819,46657,47385,48084,49161,51357,48748,57387,61069,56387,52929,61377,62110,62238,55797,54613,56442,62197,61637,60338,61642,63585,53100,55325
2017-05-24,50111,45087,48550,48826,46623,46860,50106,60268,58022,60425,57304,59810,61192,59345,56780,55288,58081,63873,63381,64240,63723,61945,55316,55685
2017-05-25,49152,49364,48603,48042,48466,50971,49568,58108,58579,57398,52462,58119,62400,61888,55300,53648,54217,64689,63344,63927,64573,64509,51929,55384
2017-05-26,47919,51138,48686,49381,49793,48472,49077,58652,58297,60044,56520,59095,60975,65858,54330,54702,56495,62567,64910,62011,64042,60966,57286,54638
2017-05-27,40546,41825,40000,40000,41074,40000,41899,50340,52426,49565,49177,55081,52915,52445,49677,47532,47491,51082,55754,52586,50440,54244,47931,49332
2017-05-28,40000,40305,41023,40666,40467,40000,40000,53728,51856,50237,44698,51632,49781,49377,45490,47827,43988,54608,55725,56435,53944,55622,46091,48553
2017-05-29,49045,47928,48075,49104,47622,49881,50428,58630,59646,56954,54826,62441,62757,59676,54507,54805,53613,63318,62778,62124,60479,62128,55535,56744
2017-05-30,49413,49884,48736,46496,49100,48768,51122,60578,57635,55368,52796,58264,59979,62648,56182,55829,53656,63970,62486,63310,62894,62163,54083,56888
2017-05-31,50273,45631,48280,49330,49453,47533,49769,59215,56577,57720,56249,60216,60615,59840,54968,56036,53772,61979,61571,64928,63586,62606,52131,55461
2017-06-01,58310,56777,55333,56469,59306,56371,59254,65994,67907,66819,61212,70910,69713,67997,63044,62120,62580,73744,73993,73979,71291,74161,65433,63024
2017-06-02,56451,57004,55321,57969,56628,57891,55769,68024,63774,67838,64766,67683,69947,69781,65886,62353,65017,76502,76617,73276,76132,74296,62954,61849
2017-06-03,46293,47196,47708,48969,47727,45618,46686,59163,59208,56788,55005,59265,55213,62572,54209,53081,53895,64779,61863,64526,64078,66508,54374,54240
2017-06-04,48101,44637,45312,48937,49148,46439,48540,58919,55532,56456,54532,59634,59438,61635,50906,54751,54860,64713,62822,65085,64709,65074,53667,51810
2017-06-05,57954,56789,56808,57116,58282,57724,56273,68592,67594,68634,64859,68382,69580,71174,63803,62475,60389,70782,74842,75348,75032,72655,65302,66362
2017-06-06,56330,58224,58358,55872,57618,58206,56289,64951,66586,65086,62713,69522,70071,69898,61015,61956,62063,74369,71902,72876,73510,74977,62045,63651
2017-06-07,56410,56398,57436,59540,57744,57118,54767,64821,66280,66223,63807,68902,68725,70256,63596,66058,64030,75485,77399,72540,74800,74107,62120,61563
2017-06-08,56769,56044,59559,56802,56508,59466,55943,65974,66452,67690,63982,68133,68108,65096,64909,62410,63353,75242,71941,75237,73142,73882,62035,60910
2017-06-09,55753,56954,57604,58805,57165,57091,55939,66451,64881,66225,64533,68860,68056,71071,64242,61603,62782,72367,75206,74737,71777,72009,61909,63203
2017-06-10,49372,48865,49028,47100,48362,49703,49689,59096,57183,57943,56102,57305,63134,60682,54239,49970,54409,65964,64925,63554,67157,66221,53704,53401
2017-06-11,48775,45564,43892,46988,47367,48467,44519,57972,58233,56412,56735,60880,58158,58164,52062,51529,53298,64892,63776,66376,63043,65768,55655,54939
2017-06-12,57345,55514,55599,59819,57906,59452,59356,68898,64641,66891,64094,68414,68221,70773,63267,61428,61992,74282,75695,76437,74222,74939,62612,62094
2017-06-13,56584,56572,59065,57833,56905,54713,55698,66303,67931,66869,63518,71949,69503,67879,62365,61427,64554,75585,74432,77089,76203,71258,65045,63126
2017-06-14,57335,55819,57155,55811,56059,57057,57959,65246,66417,66221,62738,70180,70462,68293,65874,63200,63674,76716,71170,75071,75496,69803,63099,58994
2017-06-15,57876,58387,56351,56634,57982,54506,53012,66409,68278,67827,61763,65757,70373,69198,65326,65884,64113,71641,74222,73694,77274,73320,61788,60867
2017-06-16,56802,57778,55754,58742,57788,58042,57377,65803,68795,66326,63431,68442,68258,68633,62050,62648,62228,73537,75600,72182,75697,72338,64793,62193
2017-06-17,48244,46702,47645,46882,46856,47034,47511,57448,59229,59858,51600,60312,59699,58403,53846,55102,54583,66338,62329,64409,60949,61948,55320,51765
2017-06-18,45007,47535,46788,49197,45965,47554,48606,56597,58404,58284,51161,58737,61838,59887,55241,55278,54461,64652,64723,65860,64648,64659,53901,52058
2017-06-19,56753,59128,56695,56222,58545,56726,55612,69399,65473,68403,60915,67869,68657,69334,63698,60185,65662,75836,73967,75727,76445,72873,65266,60758
2017-06-20,59499,57121,54480,59672,58223,58640,55364,64852,66407,68572,59741,68261,68745,68609,63840,64253,61818,73054,73678,76071,71763,74109,62208,66103
2017-06-21,57443,57830,59344,57984,55808,58906,57103,68215,65666,66620,61834,67626,67071,70751,62612,64203,61938,75222,73396,72304,73047,73952,61475,62688
2017-06-22,56587,56808,58978,56376,55415,55305,55461,65562,69254,68171,63325,71607,65153,70854,64585,61574,63240,74008,74398,76550,73603,74077,59897,62825
2017-06-23,56697,56646,58445,56521,57643,56114,57051,67748,69377,67991,64017,71167,68095,69750,61907,64380,64690,73495,73389,73776,73845,76481,61900,66185
2017-06-24,47944,48340,48074,44462,47018,47424,44943,58693,56260,57174,51963,59851,60848,60080,51455,54419,53222,63593,65186,63880,64086,64519,54510,51902
2017-06-25,46527,48362,47799,48859,48106,46922,46716,57211,58590,58275,56212,58405,58036,62620,52966,53189,52147,65349,62531,63427,64984,66540,51448,52268
2017-06-26,59753,57499,55233,55720,57861,57458,55670,63910,65167,65145,64791,66642,68963,70456,62932,63899,64560,77438,73954,71707,75279,74891,63587,65153
2017-06-27,57817,55972,56482,59445,57391,58379,58033,69337,66925,67442,64743,68263,67209,68114,62954,62687,64072,73619,73328,72585,73593,75017,63599,62064
2017-06-28,56979,57474,57529,56423,59565,55378,55137,66534,67416,63646,63521,67818,66447,66907,63876,63127,64535,75108,74506,74489,72644,74831,62271,62578
2017-06-29,56076,56103,56956,56469,56031,57905,55567,65892,65132,67279,58223,67894,70822,67921,62781,63223,60984,73745,74943,71989,73723,76190,59864,61258
2017-06-30,56816,57091,59312,58543,58335,55767,57700,67739,67133,67475,62743,71932,68058,70536,63854,66705,63523,72397,76479,74915,73356,74828,60100,61985
2017-07-01,48098,46025,46097,45367,47728,46889,48149,59001,54929,56447,53158,59511,57358,62834,52994,53838,54587,64996,63985,67171,63673,63736,55437,52389
2017-07-02,45219,48508,47407,48770,49272,44570,48772,56162,56107,58193,52337,58631,62010,58634,55870,52066,54864,64296,65034,64628,63913,65666,50882,52629
2017-07-03,58265,55762,57927,57546,54343,57574,57632,67783,65229,65475,62854,69168,69222,69369,63322,64171,63071,74230,72691,73728,74990,74763,65637,62007
2017-07-04,56805,57430,60541,60662,56204,56908,57135,65636,68203,67922,64700,72005,68596,69989,62943,61904,59700,73575,75865,74171,70929,74723,62515,60846
2017-07-05,56442,56637,55093,57585,57014,56972,56529,65740,69151,67402,63267,70222,68198,69489,62978,64563,61961,78293,70196,73821,73860,72731,62153,64290
2017-07-06,55385,56025,56533,57796,60037,56548,57224,67326,64513,65446,65542,66932,68270,70063,64369,63651,63693,76372,73508,75270,76206,72825,63758,60614
2017-07-07,57347,55144,55218,56075,54730,56901,58422,68680,66496,65670,64098,68194,69961,71945,62490,63604,65031,72950,72683,74662,74714,72055,60022,66142
2017-07-08,49354,47156,50145,46399,49160,48425,47814,57353,58408,57205,53820,59958,56130,60389,54916,54029,53089,63874,62724,64355,64753,64539,53422,55184
2017-07-09,47267,49036,45968,47039,48284,47269,47010,57231,56256,59546,54299,58875,57135,60028,50192,54858,50568,64589,66639,64483,63091,64669,56037,55696
2017-07-10,57497,56768,56519,56199,58507,58319,56083,66278,67767,66808,62512,69273,69587,70291,60993,62005,60863,73631,70677,73656,70483,76932,61515,60066
2017-07-11,57090,57371,57128,56431,55338,56958,58763,63236,67339,64828,62017,70500,67359,69336,62251,62173,62588,75661,75163,70944,73119,74756,61227,59655
2017-07-12,56305,57477,57110,59120,56475,57198,54969,65479,66190,66143,65342,70487,68760,67589,64278,62455,65921,75881,74196,73471,73479,74176,66072,59777
2017-07-13,56698,58906,54117,55968,57685,55193,57777,67788,68207,64496,64505,68491,69678,68310,61837,63324,63624,73873,76212,74351,74688,72913,62956,61439
2017-07-14,59070,56661,55521,57357,59319,54824,57339,69744,65597,65393,61294,67346,69656,67061,62599,62183,63166,73105,74123,73077,71631,73441,65111,62837
2017-07-15,47631,46521,45033,48682,48255,47811,46714,56958,59755,57799,52081,60390,64088,57995,55703,52370,53448,63956,61398,66254,64037,63201,52090,52630
2017-07-16,50153,48832,46952,46954,47754,48593,48062,56219,55059,58855,54154,59599,60415,62303,52074,56277,54187,64526,63658,64460,62965,62690,55316,53700
2017-07-17,54837,57782,56844,56130,59133,58951,56297,66651,66913,64300,63181,68847,65114,69045,60898,61686,64366,72628,74259,74569,74016,74047,62151,62750
2017-07-18,57982,58796,57404,55652,56696,56542,56171,66752,66680,66140,62410,68256,69159,68054,61590,62739,62787,73624,75558,75618,74503,73209,64388,61961
2017-07-19,58074,57371,58839,55750,56492,56406,59688,67238,67538,64718,63075,69289,69934,68010,61589,64803,61847,74082,73476,74666,73622,74420,59439,62675
2017-07-20,56885,58092,57930,55714,55587,56231,56654,65859,65638,70639,64687,68706,69594,69721,63119,62803,62640,75702,75821,72604,74629,73264,62056,63403
2017-07-21,57107,56158,59631,57456,57366,55413,57960,65588,66011,68076,57404,69259,72530,67202,60559,62606,63373,73680,75964,74491,76077,73964,66725,64054
2017-07-22,49228,45750,49942,47916,48714,49044,48107,60383,55998,58076,51643,58819,57697,58819,55587,54584,52539,65341,63150,64753,62954,67488,52726,54117
2017-07-23,47905,49067,50266,48359,48618,48488,48682,58909,54103,56374,51413,59312,58352,57411,54838,55258,52275,64250,63068,65492,65034,64369,50480,55738
2017-07-24,56455,56403,56692,56914,57210,57524,57250,65718,69251,68130,62598,68827,68329,68388,64769,62076,62953,73632,74687,74578,75046,76017,60735,62572
2017-07-25,52262,60139,57847,55613,56447,56524,56808,66811,67399,67271,62487,67108,70863,68813,63327,66550,62058,75053,72263,76941,73519,73298,60699,62247
2017-07-26,59339,52945,54272,56728,58105,57059,55597,65430,65928,65199,60487,67366,69360,69267,62133,65243,62828,74526,73685,72543,74099,74726,63109,63270
2017-07-27,57168,56725,55685,57914,57270,57645,57824,66218,68270,68474,63021,66439,66262,65244,64016,65368,62030,74541,73166,74165,73484,73865,61929,63810
2017-07-28,56249,54670,57162,57417,57292,56733,58539,65833,67504,66714,63352,67339,70717,69393,64064,61381,63683,75341,74899,73781,73119,73756,63526,64576
2017-07-29,45307,47018,50177,46902,49798,47160,46217,57344,59565,56784,53858,59805,56670,62184,54441,53505,53849,61079,64728,63209,64191,63611,54421,53726
2017-07-30,48582,45449,46116,46418,46325,48327,48482,56772,58371,58313,52678,57233,61643,61959,51767,52484,52079,66037,67224,64957,65425,62124,52844,53572
2017-07-31,58533,59185,56597,58717,57142,58148,59293,68671,66785,67645,62769,69959,67368,67844,64368,61604,63261,73425,72551,74508,74581,74430,62206,62062
2017-08-01,55264,56632,54598,58518,54874,55771,55253,67991,64736,68036,64083,67718,70481,68001,64878,64089,60763,74845,73113,73760,73132,74940,62200,64282
2017-08-02,53938,58900,57954,55189,57862,55173,58783,66425,66589,69282,59312,68628,68871,71012,61902,62379,61938,70932,72637,73931,71521,72611,62442,65594
